video_name,x_2D_shot,y_2D_shot,x_2D_rebound,y_2D_rebound
OFF REB (1179),189.49455543013403,408.2682338770718,191.81121905993828,393.3986740788421
OFF REB (1179),192.05737919930675,393.32310407221365,187.7440730881398,394.54551815407046
OFF REB (1179),182.3193964168491,395.9907562972976,181.982807722734,396.3367263596192
OFF REB (1183),212.15245463681748,353.81156947024533,190.660860836112,397.972590183978
OFF REB (1191),979.1538261399284,386.0679008469699,1022.8270617390097,392.0036370275175
OFF REB (1191),939.7345754095156,601.1509621170435,,
OFF REB (1193),875.2896188861861,513.6260544303273,1025.4956904646506,325.0224302975052
OFF REB (104),1032.304245689994,396.10979190855363,1025.062352988465,391.5681760566876
OFF REB (104),1036.1715103810882,330.7719924638615,1029.2497721741497,396.0600137321899
OFF REB (104),1040.729084656071,77.26498623626138,1043.762446264648,404.3279244086029
OFF REB (105),1022.4072383359465,313.49764098996087,1019.4300801670723,392.8524810418441
OFF REB (105),860.5571751830305,244.29429337507372,1020.5028386144387,297.19074240659126
OFF REB (108),390.71922206165704,312.2259449832302,205.27922279162135,313.6110868399764
OFF REB (110),352.7641387783455,109.92341983303112,225.90366734132667,397.8107321055683
OFF REB (111),349.4389337923407,117.91620557188251,201.04610528376654,470.18216361522104
OFF REB (115),202.16455075979036,308.4848886530233,114.88249570324832,315.95715254362767
OFF REB (116),269.2382037025056,98.41032660857782,206.74216243174288,396.71093411037657
OFF REB (128),256.2099064978453,83.86799212937727,183.4235512478858,294.57677187265824
OFF REB (133),853.4043068429116,157.09226945020527,1027.5292294207545,393.48684131433674
OFF REB (143),1034.9233107247157,323.5869728941831,919.4741508160048,349.9859587330322
OFF REB (143),826.6216116450162,223.89191576086847,,
OFF REB (148),1031.7898490751263,432.1533420848252,1036.2337554318005,404.2320996628967
OFF REB (148),798.8636761569339,321.6760300521218,1024.350097995751,395.9498553116215
OFF REB (15),950.0020292633537,229.39557694930488,886.8759381938698,357.34043168823723
OFF REB (150),1017.383099175379,106.29321710026612,1035.4640784534445,397.5747235870673
OFF REB (150),1029.558175641703,395.4595726505074,1031.7676800214317,395.60793390340433
OFF REB (152),,,,
OFF REB (153),149.0560867797634,267.8783421465284,206.58789898195266,378.8175402044397
OFF REB (153),191.9951281372451,397.677457959906,392.3454103814795,539.2518425517162
OFF REB (159),1091.831198479986,358.66993495277575,,
OFF REB (159),936.0802121723714,272.3557868947898,1024.7299550636767,392.16267464263007
OFF REB (161),1044.822749038488,416.7509559706636,1026.835913160618,393.51215753698256
OFF REB (162),1044.822749038488,416.7509559706636,1026.835913160618,393.51215753698256
