epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
370,4359.44,0.15412,0.24499,0.29117,0.16803,0.83266,0.9991,1,0.995,0.995,0.9991,1,0.995,0.94449,0.09185,0.2864,0.36046,0.12504,0.75493,0.000449056,0.000449056,0.000449056
371,4367.8,0.14933,0.29085,0.28642,0.17592,0.82729,0.9991,1,0.995,0.995,0.9991,1,0.995,0.94328,0.10465,0.29667,0.35882,0.12997,0.75667,0.000445756,0.000445756,0.000445756
372,4379.94,0.17101,0.24637,0.28248,0.1954,0.85156,0.9991,1,0.995,0.995,0.9991,1,0.995,0.94263,0.0983,0.29885,0.3583,0.12885,0.7563,0.000442455,0.000442455,0.000442455
373,4388.71,0.15886,0.27421,0.28314,0.18761,0.85847,0.99911,1,0.995,0.995,0.99911,1,0.995,0.94251,0.09845,0.29368,0.361,0.13007,0.75659,0.000439154,0.000439154,0.000439154
374,4397.91,0.14514,0.28468,0.27913,0.17878,0.84473,0.9991,1,0.995,0.995,0.9991,1,0.995,0.94237,0.09948,0.28392,0.36275,0.13344,0.7564,0.000435854,0.000435854,0.000435854
375,4406.32,0.16568,0.30295,0.28865,0.19386,0.85421,0.99909,1,0.995,0.995,0.99909,1,0.995,0.94479,0.1006,0.28764,0.36615,0.1306,0.75715,0.000432553,0.000432553,0.000432553
376,4419.53,0.15778,0.26862,0.26198,0.18953,0.83007,0.99908,1,0.995,0.995,0.99908,1,0.995,0.94458,0.09368,0.29392,0.36755,0.13124,0.75663,0.000429253,0.000429253,0.000429253
377,4427.3,0.15065,0.2115,0.27473,0.17467,0.82209,0.99906,1,0.995,0.995,0.99906,1,0.995,0.94445,0.09135,0.29635,0.36772,0.12728,0.75568,0.000425952,0.000425952,0.000425952
378,4440.62,0.16146,0.27814,0.27541,0.19088,0.84528,0.99904,1,0.995,0.995,0.99904,1,0.995,0.94581,0.09589,0.30548,0.3626,0.1308,0.75539,0.000422651,0.000422651,0.000422651
379,4454.56,0.1528,0.28176,0.28689,0.2082,0.83406,0.99908,1,0.995,0.995,0.99908,1,0.995,0.94507,0.09564,0.29619,0.35478,0.12929,0.7557,0.000419351,0.000419351,0.000419351
380,4467.63,0.15544,0.37713,0.28856,0.19624,0.84687,0.99909,1,0.995,0.995,0.99909,1,0.995,0.94535,0.0921,0.29363,0.35211,0.12676,0.75564,0.00041605,0.00041605,0.00041605
381,4480.83,0.16325,0.25147,0.28279,0.19859,0.84859,0.99909,1,0.995,0.995,0.99909,1,0.995,0.94735,0.09382,0.29237,0.35371,0.12595,0.75645,0.000412749,0.000412749,0.000412749
382,4493.5,0.16282,0.2343,0.27488,0.18138,0.838,0.99907,1,0.995,0.995,0.99907,1,0.995,0.94863,0.09849,0.30283,0.35585,0.13081,0.75685,0.000409449,0.000409449,0.000409449
383,4505.17,0.17753,0.45547,0.26948,0.19715,0.86355,0.9991,1,0.995,0.995,0.9991,1,0.995,0.94989,0.09588,0.32256,0.35304,0.12976,0.75632,0.000406148,0.000406148,0.000406148
384,4519.13,0.16035,0.30126,0.27733,0.19848,0.83475,0.99912,1,0.995,0.995,0.99912,1,0.995,0.94845,0.09137,0.30881,0.34818,0.12144,0.75597,0.000402847,0.000402847,0.000402847
385,4528.57,0.16671,0.27079,0.27172,0.17765,0.83731,0.99913,1,0.995,0.995,0.99913,1,0.995,0.94879,0.09009,0.28601,0.34784,0.12021,0.75557,0.000399547,0.000399547,0.000399547
386,4542.15,0.14566,0.35589,0.28111,0.17535,0.83637,0.99912,1,0.995,0.995,0.99912,1,0.995,0.94787,0.08951,0.28421,0.34699,0.12707,0.75507,0.000396246,0.000396246,0.000396246
387,4552.85,0.14522,0.24087,0.26016,0.17431,0.84493,0.99909,1,0.995,0.995,0.99909,1,0.995,0.94476,0.0894,0.2888,0.34572,0.12671,0.75504,0.000392945,0.000392945,0.000392945
388,4563.95,0.15681,0.2426,0.25053,0.18994,0.84555,0.99905,1,0.995,0.995,0.99905,1,0.995,0.94449,0.08522,0.29753,0.34557,0.12679,0.75466,0.000389645,0.000389645,0.000389645
389,4577.77,0.16219,0.25935,0.28228,0.19131,0.84263,0.99906,1,0.995,0.995,0.99906,1,0.995,0.94438,0.08509,0.30017,0.34434,0.12289,0.75448,0.000386344,0.000386344,0.000386344
390,4587.43,0.14924,0.33433,0.28559,0.17623,0.83306,0.99909,1,0.995,0.995,0.99909,1,0.995,0.9436,0.08566,0.28492,0.34293,0.12089,0.75459,0.000383043,0.000383043,0.000383043
391,4602.47,0.15966,0.24359,0.27293,0.18062,0.83561,0.99912,1,0.995,0.995,0.99912,1,0.995,0.94391,0.08619,0.2865,0.34558,0.12336,0.75442,0.000379743,0.000379743,0.000379743
392,4611.08,0.16148,0.36214,0.28876,0.18925,0.84968,0.99912,1,0.995,0.995,0.99912,1,0.995,0.9456,0.08562,0.28899,0.34774,0.128,0.75413,0.000376442,0.000376442,0.000376442
393,4625.92,0.171,0.29584,0.27403,0.19003,0.84828,0.99912,1,0.995,0.995,0.99912,1,0.995,0.94599,0.08786,0.28512,0.34652,0.12613,0.75503,0.000373141,0.000373141,0.000373141
394,4634.16,0.16354,0.31988,0.27515,0.20236,0.84534,0.99909,1,0.995,0.995,0.99909,1,0.995,0.94599,0.08562,0.28721,0.34394,0.12064,0.7545,0.000369841,0.000369841,0.000369841
395,4647.78,0.16429,0.21728,0.28501,0.20216,0.84376,0.99906,1,0.995,0.995,0.99906,1,0.995,0.9487,0.08672,0.28433,0.34231,0.11884,0.75413,0.00036654,0.00036654,0.00036654
396,4655.97,0.16419,0.28239,0.28026,0.18253,0.85236,0.99905,1,0.995,0.995,0.99905,1,0.995,0.95235,0.08733,0.28285,0.3435,0.11928,0.75431,0.000363239,0.000363239,0.000363239
397,4669.35,0.13306,0.26351,0.27417,0.17317,0.84103,0.99911,1,0.995,0.995,0.99911,1,0.995,0.95219,0.08109,0.28222,0.34316,0.11791,0.75323,0.000359939,0.000359939,0.000359939
398,4677.71,0.15811,0.2686,0.25858,0.19519,0.84436,0.9991,1,0.995,0.995,0.9991,1,0.995,0.9506,0.08899,0.28278,0.3417,0.12706,0.75454,0.000356638,0.000356638,0.000356638
399,4689.67,0.15725,0.22999,0.2741,0.1669,0.84465,0.99908,1,0.995,0.995,0.99908,1,0.995,0.948,0.08334,0.28925,0.34143,0.11968,0.75372,0.000353337,0.000353337,0.000353337
400,4703.68,0.13953,0.30493,0.2878,0.16605,0.82815,0.99909,1,0.995,0.995,0.99909,1,0.995,0.94752,0.0837,0.28496,0.33951,0.11885,0.75366,0.000350037,0.000350037,0.000350037
401,4712.93,0.14726,0.29518,0.25056,0.16821,0.83184,0.99911,1,0.995,0.995,0.99911,1,0.995,0.94563,0.09066,0.28447,0.33761,0.1236,0.75397,0.000346736,0.000346736,0.000346736
402,4727.94,0.16186,0.32389,0.27723,0.18267,0.84708,0.9991,1,0.995,0.995,0.9991,1,0.995,0.94516,0.08995,0.288,0.33798,0.12451,0.75421,0.000343435,0.000343435,0.000343435
403,4741.57,0.16924,0.33317,0.25725,0.19412,0.85364,0.99912,1,0.995,0.995,0.99912,1,0.995,0.94656,0.08451,0.28438,0.34043,0.11698,0.75412,0.000340135,0.000340135,0.000340135
404,4750.9,0.14978,0.24998,0.26682,0.18187,0.83359,0.99912,1,0.995,0.995,0.99912,1,0.995,0.9503,0.08524,0.28631,0.34296,0.11463,0.75402,0.000336834,0.000336834,0.000336834
405,4763.81,0.15728,0.29992,0.26965,0.19385,0.84219,0.99912,1,0.995,0.995,0.99912,1,0.995,0.95227,0.08601,0.28815,0.33929,0.11384,0.75486,0.000333533,0.000333533,0.000333533
406,4771.73,0.1504,0.32117,0.26748,0.17689,0.8286,0.99912,1,0.995,0.995,0.99912,1,0.995,0.94777,0.08744,0.28171,0.33758,0.11689,0.75489,0.000330233,0.000330233,0.000330233
407,4785.01,0.14104,0.23712,0.26806,0.17426,0.83679,0.9991,1,0.995,0.995,0.9991,1,0.995,0.94618,0.08727,0.28223,0.34234,0.11517,0.75363,0.000326932,0.000326932,0.000326932
408,4793.8,0.14812,0.2164,0.26608,0.17348,0.84072,0.99911,1,0.995,0.995,0.99911,1,0.995,0.94771,0.08586,0.28092,0.34528,0.11454,0.75364,0.000323631,0.000323631,0.000323631
409,4806.33,0.1424,0.3479,0.26137,0.20137,0.82759,0.9991,1,0.995,0.995,0.9991,1,0.995,0.9452,0.08607,0.28142,0.33882,0.11896,0.75371,0.000320331,0.000320331,0.000320331
410,4818.33,0.15741,0.23696,0.24957,0.18218,0.85281,0.9991,1,0.995,0.995,0.9991,1,0.995,0.94687,0.08085,0.28274,0.33596,0.11933,0.75325,0.00031703,0.00031703,0.00031703
411,4827.27,0.13121,0.28727,0.27858,0.16325,0.82836,0.99907,1,0.995,0.995,0.99907,1,0.995,0.9442,0.0819,0.28115,0.3336,0.11972,0.75356,0.000313729,0.000313729,0.000313729
412,4836.64,0.15085,0.23348,0.26297,0.17183,0.84776,0.99911,1,0.995,0.995,0.99911,1,0.995,0.94465,0.08773,0.28147,0.33244,0.12139,0.75508,0.000310429,0.000310429,0.000310429
